Unnamed: 0,mod_date,pub_date,cvss,cwe_code,cwe_name,summary,access_authentication,access_complexity,access_vector,impact_availability,impact_confidentiality,impact_integrity
CVE-2019-16968,2019-10-23 15:15:00,2019-10-21 20:15:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"An issue was discovered in FusionPBX up to 4.5.7. In the file app\conference_controls\conference_control_details.php, an unsanitized id variable coming from the URL is reflected in HTML on 2 occasions, leading to XSS.",NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2019-16965,2019-10-23 15:15:00,2019-10-21 19:15:00,9.0,74, Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),"resources/cmd.php in FusionPBX up to 4.5.7 suffers from a command injection vulnerability due to a lack of input validation, which allows authenticated administrative attackers to execute any commands on the host as www-data.",SINGLE,LOW,NETWORK,COMPLETE,COMPLETE,COMPLETE
CVE-2019-11284,2019-10-23 15:04:00,2019-10-17 18:15:00,5.0,522, Insufficiently Protected Credentials,"Pivotal Reactor Netty, versions prior to 0.8.11, passes headers through redirects, including authorization ones. A remote unauthenticated malicious user may gain access to credentials for a different server than they have access to.",NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2019-10437,2019-10-23 14:21:00,2019-10-16 14:15:00,6.8,352, Cross-Site Request Forgery (CSRF),"A cross-site request forgery vulnerability in Jenkins CRX Content Package Deployer Plugin 1.8.1 and earlier allowed attackers to connect to an attacker-specified URL using attacker-specified credentials IDs obtained through another method, capturing credentials stored in Jenkins.",NONE,MEDIUM,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2019-17365,2019-10-23 14:12:00,2019-10-09 22:15:00,4.6,276, Incorrect Default Permissions,Nix through 2.3 allows local users to gain access to an arbitrary user's account because the parent directory of the user-profile directories is world writable.,NONE,LOW,LOCAL,PARTIAL,PARTIAL,PARTIAL
CVE-2019-8172,2019-10-23 13:07:00,2019-10-17 21:15:00,4.3,125, Out-of-bounds Read,"Adobe Acrobat and Reader versions , 2019.012.20040 and earlier, 2017.011.30148 and earlier, 2017.011.30148 and earlier, 2015.006.30503 and earlier, and 2015.006.30503 and earlier have an out-of-bounds read vulnerability. Successful exploitation could lead to information disclosure .",NONE,MEDIUM,NETWORK,NONE,PARTIAL,NONE
CVE-2019-8197,2019-10-23 12:48:00,2019-10-17 21:15:00,7.5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,"Adobe Acrobat and Reader versions , 2019.012.20040 and earlier, 2017.011.30148 and earlier, 2017.011.30148 and earlier, 2015.006.30503 and earlier, and 2015.006.30503 and earlier have a heap overflow vulnerability. Successful exploitation could lead to arbitrary code execution .",NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2019-8183,2019-10-23 12:48:00,2019-10-17 21:15:00,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,"Adobe Acrobat and Reader versions , 2019.012.20040 and earlier, 2017.011.30148 and earlier, 2017.011.30148 and earlier, 2015.006.30503 and earlier, and 2015.006.30503 and earlier have a heap overflow vulnerability. Successful exploitation could lead to arbitrary code execution .",NONE,MEDIUM,NETWORK,COMPLETE,COMPLETE,COMPLETE
CVE-2019-8198,2019-10-23 12:46:00,2019-10-17 21:15:00,5.0,125, Out-of-bounds Read,"Adobe Acrobat and Reader versions , 2019.012.20040 and earlier, 2017.011.30148 and earlier, 2017.011.30148 and earlier, 2015.006.30503 and earlier, and 2015.006.30503 and earlier have an out-of-bounds read vulnerability. Successful exploitation could lead to information disclosure .",NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2019-8203,2019-10-23 12:45:00,2019-10-17 21:15:00,6.8,416, Use After Free,"Adobe Acrobat and Reader versions , 2019.012.20040 and earlier, 2017.011.30148 and earlier, 2017.011.30148 and earlier, 2015.006.30503 and earlier, and 2015.006.30503 and earlier have an use after free vulnerability. Successful exploitation could lead to arbitrary code execution .",NONE,MEDIUM,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2019-8204,2019-10-23 12:44:00,2019-10-17 21:15:00,6.8,125, Out-of-bounds Read,"Adobe Acrobat and Reader versions , 2019.012.20040 and earlier, 2017.011.30148 and earlier, 2017.011.30148 and earlier, 2015.006.30503 and earlier, and 2015.006.30503 and earlier have an out-of-bounds read vulnerability. Successful exploitation could lead to information disclosure .",NONE,MEDIUM,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2015-9501,2019-10-23 12:40:00,2019-10-22 22:15:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),The Artificial Intelligence theme before 1.2.4 for WordPress has XSS because Genericons HTML files are unnecessarily placed under the web root.,NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2019-8199,2019-10-23 12:25:00,2019-10-17 21:15:00,7.5,787, Out-of-bounds Write,"Adobe Acrobat and Reader versions , 2019.012.20040 and earlier, 2017.011.30148 and earlier, 2017.011.30148 and earlier, 2015.006.30503 and earlier, and 2015.006.30503 and earlier have an out-of-bounds write vulnerability. Successful exploitation could lead to arbitrary code execution .",NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2019-17540,2019-10-23 12:15:00,2019-10-14 02:15:00,6.8,120, Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),ImageMagick before 7.0.8-54 has a heap-based buffer overflow in ReadPSInfo in coders/ps.c.,NONE,MEDIUM,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2019-14287,2019-10-23 05:15:00,2019-10-17 18:15:00,9.0,20, Improper Input Validation,"In Sudo before 1.8.28, an attacker with access to a Runas ALL sudoer account can bypass certain policy blacklists and session PAM modules, and can cause incorrect logging, by invoking sudo with a crafted user ID. For example, this allows bypass of !root configuration, and USER= logging, for a ""sudo -u \#$((0xffffffff))"" command.",SINGLE,LOW,NETWORK,COMPLETE,COMPLETE,COMPLETE
CVE-2019-8201,2019-10-23 00:41:00,2019-10-17 21:15:00,5.0,125, Out-of-bounds Read,"Adobe Acrobat and Reader versions , 2019.012.20040 and earlier, 2017.011.30148 and earlier, 2017.011.30148 and earlier, 2015.006.30503 and earlier, and 2015.006.30503 and earlier have an out-of-bounds read vulnerability. Successful exploitation could lead to information disclosure .",NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2019-8202,2019-10-23 00:36:00,2019-10-17 21:15:00,5.0,125, Out-of-bounds Read,"Adobe Acrobat and Reader versions , 2019.012.20040 and earlier, 2017.011.30148 and earlier, 2017.011.30148 and earlier, 2015.006.30503 and earlier, and 2015.006.30503 and earlier have an out-of-bounds read vulnerability. Successful exploitation could lead to information disclosure .",NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2019-8205,2019-10-23 00:19:00,2019-10-17 21:15:00,7.5,476, NULL Pointer Dereference,"Adobe Acrobat and Reader versions , 2019.012.20040 and earlier, 2017.011.30148 and earlier, 2017.011.30148 and earlier, 2015.006.30503 and earlier, and 2015.006.30503 and earlier have an untrusted pointer dereference vulnerability. Successful exploitation could lead to arbitrary code execution .",NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2019-8206,2019-10-23 00:03:00,2019-10-17 21:15:00,7.5,787, Out-of-bounds Write,"Adobe Acrobat and Reader versions , 2019.012.20040 and earlier, 2017.011.30148 and earlier, 2017.011.30148 and earlier, 2015.006.30503 and earlier, and 2015.006.30503 and earlier have an out-of-bounds write vulnerability. Successful exploitation could lead to arbitrary code execution .",NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2019-8200,2019-10-22 23:52:00,2019-10-17 21:15:00,7.5,704, Incorrect Type Conversion or Cast,"Adobe Acrobat and Reader versions , 2019.012.20040 and earlier, 2017.011.30148 and earlier, 2017.011.30148 and earlier, 2015.006.30503 and earlier, and 2015.006.30503 and earlier have a type confusion vulnerability. Successful exploitation could lead to arbitrary code execution .",NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2019-8207,2019-10-22 23:41:00,2019-10-17 21:15:00,5.0,125, Out-of-bounds Read,"Adobe Acrobat and Reader versions , 2019.012.20040 and earlier, 2017.011.30148 and earlier, 2017.011.30148 and earlier, 2015.006.30503 and earlier, and 2015.006.30503 and earlier have an out-of-bounds read vulnerability. Successful exploitation could lead to information disclosure .",NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2018-14665,2019-10-22 23:15:00,2018-10-25 20:29:00,7.2,863, Incorrect Authorization,A flaw was found in xorg-x11-server before 1.20.3. An incorrect permission check for -modulepath and -logfile options when starting Xorg. X server allows unprivileged users with the ability to log in to the system via physical console to escalate their privileges and run arbitrary code under root privileges.,NONE,LOW,LOCAL,COMPLETE,COMPLETE,COMPLETE
CVE-2019-8222,2019-10-22 22:35:00,2019-10-17 21:15:00,5.0,125, Out-of-bounds Read,"Adobe Acrobat and Reader versions , 2019.012.20040 and earlier, 2017.011.30148 and earlier, 2017.011.30148 and earlier, 2015.006.30503 and earlier, and 2015.006.30503 and earlier have an out-of-bounds read vulnerability. Successful exploitation could lead to information disclosure .",NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2019-3957,2019-10-22 22:30:00,2019-06-07 21:29:00,5.8,125, Out-of-bounds Read,"Dameware Remote Mini Control version 12.1.0.34 and prior contains an unauthenticated remote buffer over-read due to the server not properly validating RsaSignatureLen during key negotiation, which could crash the application or leak sensitive information.",NONE,MEDIUM,NETWORK,PARTIAL,PARTIAL,NONE
CVE-2019-3980,2019-10-22 22:28:00,2019-10-08 20:15:00,10.0,20, Improper Input Validation,"The Solarwinds Dameware Mini Remote Client agent v12.1.0.89 supports smart card authentication which can allow a user to upload an executable to be executed on the DWRCS.exe host. An unauthenticated, remote attacker can request smart card login and upload and execute an arbitrary executable run under the Local System account.",NONE,LOW,NETWORK,COMPLETE,COMPLETE,COMPLETE
CVE-2019-12402,2019-10-22 22:15:00,2019-08-30 09:15:00,5.0,399, Resource Management Errors,The file name encoding algorithm used internally in Apache Commons Compress 1.15 to 1.18 can get into an infinite loop when faced with specially crafted inputs. This can lead to a denial of service attack if an attacker can choose the file names inside of an archive created by Compress.,NONE,LOW,NETWORK,PARTIAL,NONE,NONE
CVE-2019-9491,2019-10-22 21:15:00,2019-10-21 19:15:00,5.1,20, Improper Input Validation,"Trend Micro Anti-Threat Toolkit (ATTK) versions 1.62.0.1218 and below have a vulnerability that may allow an attacker to place malicious files in the same directory, potentially leading to arbitrary remote code execution (RCE) when executed.",NONE,HIGH,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2019-15847,2019-10-22 21:15:00,2019-09-02 23:15:00,5.0,331, Insufficient Entropy,"The POWER9 backend in GNU Compiler Collection (GCC) before version 10 could optimize multiple calls of the __builtin_darn intrinsic into a single call, thus reducing the entropy of the random number generator. This occurred because a volatile operation was not specified. For example, within a single execution of a program, the output of every __builtin_darn() call may be the same.",NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2019-8214,2019-10-22 21:13:00,2019-10-17 21:15:00,7.5,416, Use After Free,"Adobe Acrobat and Reader versions , 2019.012.20040 and earlier, 2017.011.30148 and earlier, 2017.011.30148 and earlier, 2015.006.30503 and earlier, and 2015.006.30503 and earlier have an use after free vulnerability. Successful exploitation could lead to arbitrary code execution .",NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2019-8212,2019-10-22 21:13:00,2019-10-17 21:15:00,7.5,416, Use After Free,"Adobe Acrobat and Reader versions , 2019.012.20040 and earlier, 2017.011.30148 and earlier, 2017.011.30148 and earlier, 2015.006.30503 and earlier, and 2015.006.30503 and earlier have an use after free vulnerability. Successful exploitation could lead to arbitrary code execution .",NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2019-8223,2019-10-22 21:12:00,2019-10-17 21:15:00,6.8,416, Use After Free,"Adobe Acrobat and Reader versions , 2019.012.20040 and earlier, 2017.011.30148 and earlier, 2017.011.30148 and earlier, 2015.006.30503 and earlier, and 2015.006.30503 and earlier have an use after free vulnerability. Successful exploitation could lead to arbitrary code execution .",NONE,MEDIUM,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2019-8211,2019-10-22 21:09:00,2019-10-17 21:15:00,7.5,416, Use After Free,"Adobe Acrobat and Reader versions , 2019.012.20040 and earlier, 2017.011.30148 and earlier, 2017.011.30148 and earlier, 2015.006.30503 and earlier, and 2015.006.30503 and earlier have an use after free vulnerability. Successful exploitation could lead to arbitrary code execution .",NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2019-8210,2019-10-22 21:08:00,2019-10-17 21:15:00,6.8,416, Use After Free,"Adobe Acrobat and Reader versions , 2019.012.20040 and earlier, 2017.011.30148 and earlier, 2017.011.30148 and earlier, 2015.006.30503 and earlier, and 2015.006.30503 and earlier have an use after free vulnerability. Successful exploitation could lead to arbitrary code execution .",NONE,MEDIUM,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2019-8224,2019-10-22 21:07:00,2019-10-17 21:15:00,6.8,416, Use After Free,"Adobe Acrobat and Reader versions , 2019.012.20040 and earlier, 2017.011.30148 and earlier, 2017.011.30148 and earlier, 2015.006.30503 and earlier, and 2015.006.30503 and earlier have an use after free vulnerability. Successful exploitation could lead to arbitrary code execution .",NONE,MEDIUM,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2019-8209,2019-10-22 21:05:00,2019-10-17 21:15:00,6.8,416, Use After Free,"Adobe Acrobat and Reader versions , 2019.012.20040 and earlier, 2017.011.30148 and earlier, 2017.011.30148 and earlier, 2015.006.30503 and earlier, and 2015.006.30503 and earlier have an use after free vulnerability. Successful exploitation could lead to arbitrary code execution .",NONE,MEDIUM,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2019-8225,2019-10-22 21:04:00,2019-10-17 21:15:00,6.8,416, Use After Free,"Adobe Acrobat and Reader versions , 2019.012.20040 and earlier, 2017.011.30148 and earlier, 2017.011.30148 and earlier, 2015.006.30503 and earlier, and 2015.006.30503 and earlier have an use after free vulnerability. Successful exploitation could lead to arbitrary code execution .",NONE,MEDIUM,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2019-8208,2019-10-22 21:03:00,2019-10-17 21:15:00,6.8,416, Use After Free,"Adobe Acrobat and Reader versions , 2019.012.20040 and earlier, 2017.011.30148 and earlier, 2017.011.30148 and earlier, 2015.006.30503 and earlier, and 2015.006.30503 and earlier have an use after free vulnerability. Successful exploitation could lead to arbitrary code execution .",NONE,MEDIUM,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2019-17114,2019-10-22 20:44:00,2019-10-17 18:15:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),A stored and reflected cross-site scripting (XSS) vulnerability in WiKID 2FA Enterprise Server through 4.2.0-b2047 allows remote attackers to inject arbitrary web script or HTML via /WiKIDAdmin/userPreregistration.jsp. The preRegistrationData parameter is vulnerable: a reflected cross-site scripting occurs immediately after a .csv file is uploaded. The malicious script is stored and can be executed again when the List Pre-Registration functionality is used.,NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2019-17115,2019-10-22 20:38:00,2019-10-17 18:15:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Multiple cross-site scripting (XSS) vulnerabilities in WiKID 2FA Enterprise Server through 4.2.0-b2047 allow remote attackers to inject arbitrary web script or HTML that is triggered when Logs.jsp is visited. The rendered_message column is retrieved and displayed, unsanitized, on Logs.jsp. A remote attack can populate the rendered_message column with malicious values via: (1) H parameter to /wikid/servlet/com.wikidsystems.server.GetDomainHash (2) S parameter to: - /wikid/DomainData - /wikid/PreRegisterLookup - /wikid/PreRegister - /wikid/InitDevice - /wikid/servlet/InitDevice2S - /wikid/servlet/InitDevice3S - /servlet/com.wikidsystems.server.InitDevice2S - /servlet/com.wikidsystems.server.InitDevice3S - /servlet/com.wikidsystems.server.InitDevice4S - /wikid/servlet/com.wikidsystems.server.InitDevice4AES - /wikid/servlet/com.wikidsystems.server.InitDevice5AES (3) a parameter to: - /wikid/PreRegisterLookup - /wikid/InitDevice - /wikid/servlet/InitDevice2S - /wikid/servlet/InitDevice3S - /servlet/com.wikidsystems.server.InitDevice2S - /servlet/com.wikidsystems.server.InitDevice3S - /servlet/com.wikidsystems.server.InitDevice4S - /wikid/servlet/com.wikidsystems.server.InitDevice4AES - /wikid/servlet/com.wikidsystems.server.InitDevice5AES.",NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2019-17116,2019-10-22 20:29:00,2019-10-17 18:15:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),A stored and reflected cross-site scripting (XSS) vulnerability in WiKID 2FA Enterprise Server through 4.2.0-b2047 allow remote attackers to inject arbitrary web script or HTML via /WiKIDAdmin/groups.jsp. The groupName parameter is vulnerable: the reflected cross-site scripting occurs immediately after the group is created. The malicious script is stored and will be executed again whenever /WiKIDAdmin/groups.jsp is visited.,NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2019-15626,2019-10-22 20:25:00,2019-10-17 19:15:00,4.3,200, Information Exposure,"The Deep Security Manager application (Versions 10.0, 11.0 and 12.0), when configured in a certain way, may transmit initial LDAP communication in clear text. This may result in confidentiality impact but does not impact integrity or availability.",NONE,MEDIUM,NETWORK,NONE,PARTIAL,NONE
CVE-2019-17119,2019-10-22 20:21:00,2019-10-17 19:15:00,6.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),Multiple SQL injection vulnerabilities in Logs.jsp in WiKID 2FA Enterprise Server through 4.2.0-b2053 allow authenticated users to execute arbitrary SQL commands via the source or subString parameter.,SINGLE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2019-15260,2019-10-22 20:00:00,2019-10-16 19:15:00,10.0,269, Improper Privilege Management,"A vulnerability in Cisco Aironet Access Points (APs) Software could allow an unauthenticated, remote attacker to gain unauthorized access to a targeted device with elevated privileges. The vulnerability is due to insufficient access control for certain URLs on an affected device. An attacker could exploit this vulnerability by requesting specific URLs from an affected AP. An exploit could allow the attacker to gain access to the device with elevated privileges. While the attacker would not be granted access to all possible configuration options, it could allow the attacker to view sensitive information and replace some options with values of their choosing, including wireless network configuration. It would also allow the attacker to disable the AP, creating a denial of service (DoS) condition for clients associated with the AP.",NONE,LOW,NETWORK,COMPLETE,COMPLETE,COMPLETE
CVE-2019-15261,2019-10-22 19:51:00,2019-10-16 19:15:00,7.8,20, Improper Input Validation,"A vulnerability in the Point-to-Point Tunneling Protocol (PPTP) VPN packet processing functionality in Cisco Aironet Access Points (APs) could allow an unauthenticated, remote attacker to cause an affected device to reload, resulting in a denial of service (DoS) condition. The vulnerability is due to insufficient validation of Generic Routing Encapsulation (GRE) frames that pass through the data plane of an affected AP. An attacker could exploit this vulnerability by associating to a vulnerable AP, initiating a PPTP VPN connection to an arbitrary PPTP VPN server, and sending a malicious GRE frame through the data plane of the AP. A successful exploit could allow the attacker to cause an internal process of the targeted AP to crash, which in turn would cause the AP to reload. The AP reload would cause a DoS condition for clients that are associated with the AP.",NONE,LOW,NETWORK,COMPLETE,NONE,NONE
CVE-2019-15262,2019-10-22 19:47:00,2019-10-16 19:15:00,7.8,20, Improper Input Validation,"A vulnerability in the Secure Shell (SSH) session management for Cisco Wireless LAN Controller (WLC) Software could allow an unauthenticated, remote attacker to cause a denial of service (DoS) condition on an affected device. The vulnerability exists because the SSH process is not properly deleted when an SSH connection to the device is disconnected. An attacker could exploit this vulnerability by repeatedly opening SSH connections to an affected device. A successful exploit could allow the attacker to exhaust system resources by initiating multiple SSH connections to the device that are not effectively terminated, which could result in a DoS condition.",NONE,LOW,NETWORK,COMPLETE,NONE,NONE
CVE-2019-15264,2019-10-22 19:45:00,2019-10-16 19:15:00,6.1,400, Uncontrolled Resource Consumption,"A vulnerability in the Control and Provisioning of Wireless Access Points (CAPWAP) protocol implementation of Cisco Aironet and Catalyst 9100 Access Points (APs) could allow an unauthenticated, adjacent attacker to cause an affected device to restart unexpectedly, resulting in a denial of service (DoS) condition. The vulnerability is due to improper resource management during CAPWAP message processing. An attacker could exploit this vulnerability by sending a high volume of legitimate wireless management frames within a short time to an affected device. A successful exploit could allow the attacker to cause a device to restart unexpectedly, resulting in a DoS condition for clients associated with the AP.",NONE,LOW,ADJACENT_NETWORK,COMPLETE,NONE,NONE
CVE-2019-15265,2019-10-22 19:33:00,2019-10-16 19:15:00,2.1,20, Improper Input Validation,"A vulnerability in the bridge protocol data unit (BPDU) forwarding functionality of Cisco Aironet Access Points (APs) could allow an unauthenticated, adjacent attacker to cause an AP port to go into an error disabled state. The vulnerability occurs because BPDUs received from specific wireless clients are forwarded incorrectly. An attacker could exploit this vulnerability on the wireless network by sending a steady stream of crafted BPDU frames. A successful exploit could allow the attacker to cause a limited denial of service (DoS) attack because an AP port could go offline.",NONE,LOW,LOCAL,PARTIAL,NONE,NONE
CVE-2017-14232,2019-10-22 19:15:00,2019-08-15 17:15:00,4.3,399, Resource Management Errors,The read_chunk function in flif-dec.cpp in Free Lossless Image Format (FLIF) 0.3 allows remote attackers to cause a denial of service (invalid memory read and application crash) via a crafted flif file.,NONE,MEDIUM,NETWORK,PARTIAL,NONE,NONE
CVE-2019-12636,2019-10-22 19:05:00,2019-10-16 19:15:00,6.8,352, Cross-Site Request Forgery (CSRF),"A vulnerability in the web-based management interface of Cisco Small Business Smart and Managed Switches could allow an unauthenticated, remote attacker to conduct a cross-site request forgery (CSRF) attack on an affected system. The vulnerability is due to insufficient CSRF protections for the web-based management interface on an affected device. An attacker could exploit this vulnerability by persuading a user of the interface to follow a malicious link. A successful exploit could allow the attacker to perform arbitrary actions with the privilege level of the targeted user. If the user has administrative privileges, the attacker could alter the configuration, execute commands, or cause a denial of service (DoS) condition on an affected device.",NONE,MEDIUM,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2019-12637,2019-10-22 18:57:00,2019-10-16 19:15:00,3.5,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Multiple vulnerabilities in the web-based management interface of Cisco Identity Services Engine (ISE) could allow an authenticated, remote attacker to conduct cross-site scripting (XSS) attacks against a user of the web-based management interface. The vulnerabilities are due to insufficient validation of user-supplied input that is processed by the web-based management interface. An attacker could exploit these vulnerabilities by persuading a user of the interface to click a crafted link. A successful exploit could allow the attacker to execute arbitrary script code in the context of the interface or access sensitive, browser-based information.",SINGLE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2019-12705,2019-10-22 18:53:00,2019-10-16 19:15:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"A vulnerability in the web-based management interface of Cisco Expressway Series and Cisco TelePresence Video Communication Server (VCS) could allow an unauthenticated, remote attacker to conduct a cross-site scripting (XSS) attack against a user of the web-based management interface of an affected system. The vulnerability is due to insufficient validation of user-supplied input by the web-based management interface of the affected system. An attacker could exploit this vulnerability by persuading a user of the interface to click a malicious link. A successful exploit could allow the attacker to execute arbitrary script code in the context of the affected interface or access sensitive browser-based information.",NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2019-8213,2019-10-22 18:52:00,2019-10-17 21:15:00,7.5,416, Use After Free,"Adobe Acrobat and Reader versions , 2019.012.20040 and earlier, 2017.011.30148 and earlier, 2017.011.30148 and earlier, 2015.006.30503 and earlier, and 2015.006.30503 and earlier have an use after free vulnerability. Successful exploitation could lead to arbitrary code execution .",NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2019-12718,2019-10-22 18:50:00,2019-10-16 19:15:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"A vulnerability in the web-based interface of Cisco Small Business Smart and Managed Switches could allow an unauthenticated, remote attacker to conduct a cross-site scripting (XSS) attack against a user of the web-based interface. The vulnerability is due to insufficient validation of user-supplied input by the web-based interface of the affected device. An attacker could exploit this vulnerability by persuading a user of the interface to click a malicious link and subsequently access a specific web interface page. A successful exploit could allow the attacker to execute arbitrary script code in the context of the affected interface or access sensitive browser-based information.",NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2019-16917,2019-10-22 18:35:00,2019-10-17 18:15:00,6.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),"WiKID Enterprise 2FA (two factor authentication) Enterprise Server through 4.2.0-b2047 is vulnerable to SQL injection through the searchDevices.jsp endpoint. The uid and domain parameters are used, unsanitized, in a SQL query constructed in the buildSearchWhereClause function.",SINGLE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2019-8215,2019-10-22 18:26:00,2019-10-17 21:15:00,7.5,416, Use After Free,"Adobe Acrobat and Reader versions , 2019.012.20040 and earlier, 2017.011.30148 and earlier, 2017.011.30148 and earlier, 2015.006.30503 and earlier, and 2015.006.30503 and earlier have an use after free vulnerability. Successful exploitation could lead to arbitrary code execution .",NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2019-8185,2019-10-22 18:00:00,2019-10-17 21:15:00,5.0,125, Out-of-bounds Read,"Adobe Acrobat and Reader versions , 2019.012.20040 and earlier, 2017.011.30148 and earlier, 2017.011.30148 and earlier, 2015.006.30503 and earlier, and 2015.006.30503 and earlier have an out-of-bounds read vulnerability. Successful exploitation could lead to information disclosure .",NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2019-17189,2019-10-22 18:00:00,2019-10-22 15:15:00,3.5,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),totemodata 3.0.0_b936 has XSS via a folder name.,SINGLE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2019-15266,2019-10-22 17:50:00,2019-10-16 19:15:00,2.1,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),"A vulnerability in the CLI of Cisco Wireless LAN Controller (WLC) Software could allow an authenticated, local attacker to view system files that should be restricted. This vulnerability is due to improper sanitization of user-supplied input in command-line parameters that describe filenames. An attacker could exploit this vulnerability by using directory traversal techniques to submit a path to a desired file location. A successful exploit could allow the attacker to view system files that may contain sensitive information.",NONE,LOW,LOCAL,NONE,PARTIAL,NONE
CVE-2019-8226,2019-10-22 17:39:00,2019-10-17 21:15:00,5.0,200, Information Exposure,"Adobe Acrobat and Reader versions , 2019.012.20040 and earlier, 2017.011.30148 and earlier, 2017.011.30148 and earlier, 2015.006.30503 and earlier, and 2015.006.30503 and earlier have an incomplete implementation of security mechanism vulnerability. Successful exploitation could lead to information disclosure.",NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2019-8221,2019-10-22 17:33:00,2019-10-17 21:15:00,7.5,416, Use After Free,"Adobe Acrobat and Reader versions , 2019.012.20040 and earlier, 2017.011.30148 and earlier, 2017.011.30148 and earlier, 2015.006.30503 and earlier, and 2015.006.30503 and earlier have an use after free vulnerability. Successful exploitation could lead to arbitrary code execution .",NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2019-8220,2019-10-22 17:28:00,2019-10-17 21:15:00,7.5,416, Use After Free,"Adobe Acrobat and Reader versions, 2019.012.20040 and earlier, 2017.011.30148 and earlier, 2017.011.30148 and earlier, 2015.006.30503 and earlier, and 2015.006.30503 and earlier have an use after free vulnerability. Successful exploitation could lead to arbitrary code execution .",NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
